Category | Function,Role,Resource type,Unit,Region,Rate_low,Rate_high,Currency,Source,Notes,Estimated_Cost,Band,Anomaly_Flag
Creative,Animation Artist,FTE,Hour,APAC-CN,630.0,630.0,CNY,OP_Content Lab,Exact Rate Match,268.09,O,
Creative,Animation Artist,FTE,Hour,NA-CA,118.0,118.0,CAD,OP_Content Lab,Exact Rate Match,50.21,M,
Creative,Animation Artist,FTE,Hour,EU-CH,120.0,120.0,CHF,OP_Content Lab,Exact Rate Match,51.06,M,
Creative,Animation Artist,FTE,Hour,APAC-IN,30.0,30.0,USD,OP_Content Lab,Exact Rate Match,12.77,J,
Creative,Animation Artist,FTE,Hour,APAC-CN-USD,42.0,42.0,USD,OP_Content Lab,Exact Rate Match,17.87,J,
Creative,Animation Artist,FTE,Hour,LATAM-MX,45.0,45.0,USD,OP_Content Lab,Exact Rate Match,19.15,J,
Creative,Animation Artist,FTE,Hour,EU-PL,47.5,47.5,USD,OP_Content Lab,Exact Rate Match,20.21,J,
Creative,Art Director,FTE,Hour,UK-LON,95.0,95.0,GBP,OP_Content Lab,Exact Rate Match,40.43,L,
Creative,Art Director,FTE,Hour,EU-ES,100.0,100.0,EUR,OP_Content Lab,Exact Rate Match,42.55,L,
Creative,Art Director,FTE,Hour,EU-FR,140.0,140.0,EUR,OP_Content Lab,Exact Rate Match,59.57,M,
Creative,Art Director,FTE,Hour,EU-DE,140.0,140.0,EUR,OP_Content Lab,Exact Rate Match,59.57,M,
Creative,Art Director,FTE,Hour,EU-IT,120.0,120.0,EUR,OP_Content Lab,Exact Rate Match,51.06,M,
Creative,Art Director,FTE,Hour,LATAM-BR,580.0,580.0,BRL,OP_Content Lab,Exact Rate Match,246.81,O,
Creative,Art Director,FTE,Hour,APAC-CN,775.0,775.0,CNY,OP_Content Lab,Exact Rate Match,329.79,O,
Creative,Art Director,FTE,Hour,NA-CA,122.0,122.0,CAD,OP_Content Lab,Exact Rate Match,51.91,M,
Creative,Art Director,FTE,Hour,EU-CH,140.0,140.0,CHF,OP_Content Lab,Exact Rate Match,59.57,M,
Creative,Art Director,FTE,Hour,APAC-IN,30.0,30.0,USD,OP_Content Lab,Exact Rate Match,12.77,J,
Creative,Art Director,FTE,Hour,APAC-CN-USD,42.0,42.0,USD,OP_Content Lab,Exact Rate Match,17.87,J,
Creative,Art Director,FTE,Hour,LATAM-MX,45.0,45.0,USD,OP_Content Lab,Exact Rate Match,19.15,J,
Creative,Art Director,FTE,Hour,EU-PL,47.5,47.5,USD,OP_Content Lab,Exact Rate Match,20.21,J,
Creative,ACD - Associate Creative Director,FTE,Hour,UK-LON,130.0,130.0,GBP,OP_Content Lab,Exact Rate Match,55.32,M,
Creative,ACD - Associate Creative Director,FTE,Hour,EU-ES,120.0,120.0,EUR,OP_Content Lab,Exact Rate Match,51.06,M,
Creative,ACD - Associate Creative Director,FTE,Hour,EU-FR,175.0,175.0,EUR,OP_Content Lab,Exact Rate Match,74.47,N,
Creative,ACD - Associate Creative Director,FTE,Hour,EU-DE,150.0,150.0,EUR,OP_Content Lab,Exact Rate Match,63.83,N,
Creative,ACD - Associate Creative Director,FTE,Hour,EU-IT,127.0,127.0,EUR,OP_Content Lab,Exact Rate Match,54.04,M,
Creative,ACD - Associate Creative Director,FTE,Hour,LATAM-BR,640.0,640.0,BRL,OP_Content Lab,Exact Rate Match,272.34,O,
Creative,ACD - Associate Creative Director,FTE,Hour,APAC-CN,710.0,710.0,CNY,OP_Content Lab,Exact Rate Match,302.13,O,
Creative,ACD - Associate Creative Director,FTE,Hour,NA-CA,145.0,145.0,CAD,OP_Content Lab,Exact Rate Match,61.7,N,
Creative,ACD - Associate Creative Director,FTE,Hour,EU-CH,150.0,150.0,CHF,OP_Content Lab,Exact Rate Match,63.83,N,
Creative,ACD - Associate Creative Director,FTE,Hour,APAC-IN,30.0,30.0,USD,OP_Content Lab,Exact Rate Match,12.77,J,
Creative,ACD - Associate Creative Director,FTE,Hour,APAC-CN-USD,42.0,42.0,USD,OP_Content Lab,Exact Rate Match,17.87,J,
Creative,ACD - Associate Creative Director,FTE,Hour,LATAM-MX,45.0,45.0,USD,OP_Content Lab,Exact Rate Match,19.15,J,
Creative,ACD - Associate Creative Director,FTE,Hour,EU-PL,47.5,47.5,USD,OP_Content Lab,Exact Rate Match,20.21,J,
Creative,Content Strategist,FTE,Hour,UK-LON,80.0,80.0,GBP,OP_Content Lab,Exact Rate Match,34.04,K,
Creative,Content Strategist,FTE,Hour,EU-ES,80.0,80.0,EUR,OP_Content Lab,Exact Rate Match,34.04,K,
Creative,Content Strategist,FTE,Hour,EU-FR,115.0,115.0,EUR,OP_Content Lab,Exact Rate Match,48.94,M,
Creative,Content Strategist,FTE,Hour,EU-DE,120.0,120.0,EUR,OP_Content Lab,Exact Rate Match,51.06,M,
Creative,Content Strategist,FTE,Hour,EU-IT,100.0,100.0,EUR,OP_Content Lab,Exact Rate Match,42.55,L,
Creative,Content Strategist,FTE,Hour,LATAM-BR,420.0,420.0,BRL,OP_Content Lab,Exact Rate Match,178.72,O,
Creative,Content Strategist,FTE,Hour,APAC-CN,630.0,630.0,CNY,OP_Content Lab,Exact Rate Match,268.09,O,
Creative,Content Strategist,FTE,Hour,NA-CA,118.0,118.0,CAD,OP_Content Lab,Exact Rate Match,50.21,M,
Creative,Content Strategist,FTE,Hour,EU-CH,120.0,120.0,CHF,OP_Content Lab,Exact Rate Match,51.06,M,
Creative,Content Strategist,FTE,Hour,APAC-IN,30.0,30.0,USD,OP_Content Lab,Exact Rate Match,12.77,J,
Creative,Content Strategist,FTE,Hour,APAC-CN-USD,42.0,42.0,USD,OP_Content Lab,Exact Rate Match,17.87,J,
Creative,Content Strategist,FTE,Hour,LATAM-MX,45.0,45.0,USD,OP_Content Lab,Exact Rate Match,19.15,J,
Creative,Content Strategist,FTE,Hour,EU-PL,47.5,47.5,USD,OP_Content Lab,Exact Rate Match,20.21,J,
Creative,Copy Supervisor,FTE,Hour,UK-LON,80.0,80.0,GBP,OP_Content Lab,Exact Rate Match,34.04,K,
Creative,Copy Supervisor,FTE,Hour,EU-ES,80.0,80.0,EUR,OP_Content Lab,Exact Rate Match,34.04,K,
Creative,Copy Supervisor,FTE,Hour,EU-FR,115.0,115.0,EUR,OP_Content Lab,Exact Rate Match,48.94,M,
Creative,Copy Supervisor,FTE,Hour,EU-DE,120.0,120.0,EUR,OP_Content Lab,Exact Rate Match,51.06,M,
Creative,Copy Supervisor,FTE,Hour,EU-IT,100.0,100.0,EUR,OP_Content Lab,Exact Rate Match,42.55,L,
Creative,Copy Supervisor,FTE,Hour,LATAM-BR,420.0,420.0,BRL,OP_Content Lab,Exact Rate Match,178.72,O,
Creative,Copy Supervisor,FTE,Hour,APAC-CN,630.0,630.0,CNY,OP_Content Lab,Exact Rate Match,268.09,O,
Creative,Copy Supervisor,FTE,Hour,NA-CA,118.0,118.0,CAD,OP_Content Lab,Exact Rate Match,50.21,M,
Creative,Copy Supervisor,FTE,Hour,EU-CH,120.0,120.0,CHF,OP_Content Lab,Exact Rate Match,51.06,M,
Creative,Copy Supervisor,FTE,Hour,APAC-IN,30.0,30.0,USD,OP_Content Lab,Exact Rate Match,12.77,J,
Creative,Copy Supervisor,FTE,Hour,APAC-CN-USD,42.0,42.0,USD,OP_Content Lab,Exact Rate Match,17.87,J,
Creative,Copy Supervisor,FTE,Hour,LATAM-MX,45.0,45.0,USD,OP_Content Lab,Exact Rate Match,19.15,J,
Creative,Copy Supervisor,FTE,Hour,EU-PL,47.5,47.5,USD,OP_Content Lab,Exact Rate Match,20.21,J,
Creative,Copywriter,FTE,Hour,UK-LON,95.0,95.0,GBP,OP_Content Lab,Exact Rate Match,40.43,L,
Creative,Copywriter,FTE,Hour,EU-ES,100.0,100.0,EUR,OP_Content Lab,Exact Rate Match,42.55,L,
Creative,Copywriter,FTE,Hour,EU-FR,140.0,140.0,EUR,OP_Content Lab,Exact Rate Match,59.57,M,
Creative,Copywriter,FTE,Hour,EU-DE,140.0,140.0,EUR,OP_Content Lab,Exact Rate Match,59.57,M,
Creative,Copywriter,FTE,Hour,EU-IT,120.0,120.0,EUR,OP_Content Lab,Exact Rate Match,51.06,M,
Creative,Copywriter,FTE,Hour,LATAM-BR,580.0,580.0,BRL,OP_Content Lab,Exact Rate Match,246.81,O,
Creative,Copywriter,FTE,Hour,APAC-CN,775.0,775.0,CNY,OP_Content Lab,Exact Rate Match,329.79,O,
Creative,Copywriter,FTE,Hour,NA-CA,122.0,122.0,CAD,OP_Content Lab,Exact Rate Match,51.91,M,
Creative,Copywriter,FTE,Hour,EU-CH,140.0,140.0,CHF,OP_Content Lab,Exact Rate Match,59.57,M,
Creative,Copywriter,FTE,Hour,APAC-IN,30.0,30.0,USD,OP_Content Lab,Exact Rate Match,12.77,J,
Creative,Copywriter,FTE,Hour,APAC-CN-USD,42.0,42.0,USD,OP_Content Lab,Exact Rate Match,17.87,J,
Creative,Copywriter,FTE,Hour,LATAM-MX,45.0,45.0,USD,OP_Content Lab,Exact Rate Match,19.15,J,
Creative,Copywriter,FTE,Hour,EU-PL,47.5,47.5,USD,OP_Content Lab,Exact Rate Match,20.21,J,
Creative,Creative Director,FTE,Hour,UK-LON,145.0,145.0,GBP,OP_Content Lab,Exact Rate Match,61.7,N,
Creative,Creative Director,FTE,Hour,EU-ES,127.0,127.0,EUR,OP_Content Lab,Exact Rate Match,54.04,M,
Creative,Creative Director,FTE,Hour,EU-FR,190.0,190.0,EUR,OP_Content Lab,Exact Rate Match,80.85,N,
Creative,Creative Director,FTE,Hour,EU-DE,190.0,190.0,EUR,OP_Content Lab,Exact Rate Match,80.85,N,
Creative,Creative Director,FTE,Hour,EU-IT,140.0,140.0,EUR,OP_Content Lab,Exact Rate Match,59.57,M,
Creative,Creative Director,FTE,Hour,LATAM-BR,675.0,675.0,BRL,OP_Content Lab,Exact Rate Match,287.23,O,
Creative,Creative Director,FTE,Hour,APAC-CN,740.0,740.0,CNY,OP_Content Lab,Exact Rate Match,314.89,O,
Creative,Creative Director,FTE,Hour,NA-CA,160.0,160.0,CAD,OP_Content Lab,Exact Rate Match,68.09,N,
Creative,Creative Director,FTE,Hour,EU-CH,190.0,190.0,CHF,OP_Content Lab,Exact Rate Match,80.85,N,
Creative,Creative Director,FTE,Hour,APAC-IN,30.0,30.0,USD,OP_Content Lab,Exact Rate Match,12.77,J,
Creative,Creative Director,FTE,Hour,APAC-CN-USD,42.0,42.0,USD,OP_Content Lab,Exact Rate Match,17.87,J,
Creative,Creative Director,FTE,Hour,LATAM-MX,45.0,45.0,USD,OP_Content Lab,Exact Rate Match,19.15,J,
Creative,Creative Director,FTE,Hour,EU-PL,47.5,47.5,USD,OP_Content Lab,Exact Rate Match,20.21,J,
Creative,Designer,FTE,Hour,UK-LON,80.0,80.0,GBP,OP_Content Lab,Exact Rate Match,34.04,K,
Creative,Designer,FTE,Hour,EU-ES,80.0,80.0,EUR,OP_Content Lab,Exact Rate Match,34.04,K,
Creative,Designer,FTE,Hour,EU-FR,115.0,115.0,EUR,OP_Content Lab,Exact Rate Match,48.94,M,
Creative,Designer,FTE,Hour,EU-DE,120.0,120.0,EUR,OP_Content Lab,Exact Rate Match,51.06,M,
Creative,Designer,FTE,Hour,EU-IT,100.0,100.0,EUR,OP_Content Lab,Exact Rate Match,42.55,L,
Creative,Designer,FTE,Hour,LATAM-BR,420.0,420.0,BRL,OP_Content Lab,Exact Rate Match,178.72,O,
Creative,Designer,FTE,Hour,APAC-CN,630.0,630.0,CNY,OP_Content Lab,Exact Rate Match,268.09,O,
Creative,Designer,FTE,Hour,NA-CA,118.0,118.0,CAD,OP_Content Lab,Exact Rate Match,50.21,M,
Creative,Designer,FTE,Hour,EU-CH,120.0,120.0,CHF,OP_Content Lab,Exact Rate Match,51.06,M,
Creative,Designer,FTE,Hour,APAC-IN,30.0,30.0,USD,OP_Content Lab,Exact Rate Match,12.77,J,
Creative,Designer,FTE,Hour,APAC-CN-USD,42.0,42.0,USD,OP_Content Lab,Exact Rate Match,17.87,J,
Creative,Designer,FTE,Hour,LATAM-MX,45.0,45.0,USD,OP_Content Lab,Exact Rate Match,19.15,J,
Creative,Designer,FTE,Hour,EU-PL,47.5,47.5,USD,OP_Content Lab,Exact Rate Match,20.21,J,
Creative,Executive Creative Director,FTE,Hour,UK-LON,275.0,275.0,GBP,OP_Content Lab,Exact Rate Match,117.02,O,
Creative,Executive Creative Director,FTE,Hour,EU-ES,195.0,195.0,EUR,OP_Content Lab,Exact Rate Match,82.98,N,
Creative,Executive Creative Director,FTE,Hour,EU-FR,250.0,250.0,EUR,OP_Content Lab,Exact Rate Match,106.38,O,
Creative,Executive Creative Director,FTE,Hour,EU-DE,250.0,250.0,EUR,OP_Content Lab,Exact Rate Match,106.38,O,
Creative,Executive Creative Director,FTE,Hour,EU-IT,180.0,180.0,EUR,OP_Content Lab,Exact Rate Match,76.6,N,
Creative,Executive Creative Director,FTE,Hour,LATAM-BR,950.0,950.0,BRL,OP_Content Lab,Exact Rate Match,404.26,O,
Creative,Executive Creative Director,FTE,Hour,APAC-CN,1824.0,1824.0,CNY,OP_Content Lab,Exact Rate Match,776.17,O,
Creative,Executive Creative Director,FTE,Hour,NA-CA,220.0,220.0,CAD,OP_Content Lab,Exact Rate Match,93.62,O,
Creative,Executive Creative Director,FTE,Hour,EU-CH,250.0,250.0,CHF,OP_Content Lab,Exact Rate Match,106.38,O,
Creative,Executive Creative Director,FTE,Hour,APAC-IN,30.0,30.0,USD,OP_Content Lab,Exact Rate Match,12.77,J,
Creative,Executive Creative Director,FTE,Hour,APAC-CN-USD,42.0,42.0,USD,OP_Content Lab,Exact Rate Match,17.87,J,
Creative,Executive Creative Director,FTE,Hour,LATAM-MX,45.0,45.0,USD,OP_Content Lab,Exact Rate Match,19.15,J,
Creative,Executive Creative Director,FTE,Hour,EU-PL,47.5,47.5,USD,OP_Content Lab,Exact Rate Match,20.21,J,
Creative,Flash Designer,FTE,Hour,UK-LON,110.0,110.0,GBP,OP_Content Lab,Exact Rate Match,46.81,M,
Creative,Flash Designer,FTE,Hour,EU-ES,120.0,120.0,EUR,OP_Content Lab,Exact Rate Match,51.06,M,
Creative,Flash Designer,FTE,Hour,EU-FR,175.0,175.0,EUR,OP_Content Lab,Exact Rate Match,74.47,N,
Creative,Flash Designer,FTE,Hour,EU-DE,150.0,150.0,EUR,OP_Content Lab,Exact Rate Match,63.83,N,
Creative,Flash Designer,FTE,Hour,EU-IT,127.0,127.0,EUR,OP_Content Lab,Exact Rate Match,54.04,M,
Creative,Flash Designer,FTE,Hour,LATAM-BR,640.0,640.0,BRL,OP_Content Lab,Exact Rate Match,272.34,O,
Creative,Flash Designer,FTE,Hour,APAC-CN,710.0,710.0,CNY,OP_Content Lab,Exact Rate Match,302.13,O,
Creative,Flash Designer,FTE,Hour,NA-CA,145.0,145.0,CAD,OP_Content Lab,Exact Rate Match,61.7,N,
Creative,Flash Designer,FTE,Hour,EU-CH,150.0,150.0,CHF,OP_Content Lab,Exact Rate Match,63.83,N,
Creative,Flash Designer,FTE,Hour,APAC-IN,30.0,30.0,USD,OP_Content Lab,Exact Rate Match,12.77,J,
Creative,Flash Designer,FTE,Hour,APAC-CN-USD,42.0,42.0,USD,OP_Content Lab,Exact Rate Match,17.87,J,
Creative,Flash Designer,FTE,Hour,LATAM-MX,45.0,45.0,USD,OP_Content Lab,Exact Rate Match,19.15,J,
Creative,Flash Designer,FTE,Hour,EU-PL,47.5,47.5,USD,OP_Content Lab,Exact Rate Match,20.21,J,
Creative,Global Chief Creative Officer,FTE,Hour,UK-LON,275.0,275.0,GBP,OP_Content Lab,Exact Rate Match,117.02,O,
Creative,Global Chief Creative Officer,FTE,Hour,EU-ES,195.0,195.0,EUR,OP_Content Lab,Exact Rate Match,82.98,N,
Creative,Global Chief Creative Officer,FTE,Hour,EU-FR,250.0,250.0,EUR,OP_Content Lab,Exact Rate Match,106.38,O,
Creative,Global Chief Creative Officer,FTE,Hour,EU-DE,250.0,250.0,EUR,OP_Content Lab,Exact Rate Match,106.38,O,
Creative,Global Chief Creative Officer,FTE,Hour,EU-IT,180.0,180.0,EUR,OP_Content Lab,Exact Rate Match,76.6,N,
Creative,Global Chief Creative Officer,FTE,Hour,LATAM-BR,950.0,950.0,BRL,OP_Content Lab,Exact Rate Match,404.26,O,
Creative,Global Chief Creative Officer,FTE,Hour,APAC-CN,1824.0,1824.0,CNY,OP_Content Lab,Exact Rate Match,776.17,O,
Creative,Global Chief Creative Officer,FTE,Hour,NA-CA,220.0,220.0,CAD,OP_Content Lab,Exact Rate Match,93.62,O,
Creative,Global Chief Creative Officer,FTE,Hour,EU-CH,250.0,250.0,CHF,OP_Content Lab,Exact Rate Match,106.38,O,
Creative,Global Chief Creative Officer,FTE,Hour,APAC-IN,30.0,30.0,USD,OP_Content Lab,Exact Rate Match,12.77,J,
Creative,Global Chief Creative Officer,FTE,Hour,APAC-CN-USD,42.0,42.0,USD,OP_Content Lab,Exact Rate Match,17.87,J,
Creative,Global Chief Creative Officer,FTE,Hour,LATAM-MX,45.0,45.0,USD,OP_Content Lab,Exact Rate Match,19.15,J,
Creative,Global Chief Creative Officer,FTE,Hour,EU-PL,47.5,47.5,USD,OP_Content Lab,Exact Rate Match,20.21,J,
Creative,Graphic Designer,FTE,Hour,UK-LON,75.0,75.0,GBP,OP_Content Lab,Exact Rate Match,31.91,K,
Creative,Graphic Designer,FTE,Hour,EU-ES,75.0,75.0,EUR,OP_Content Lab,Exact Rate Match,31.91,K,
Creative,Graphic Designer,FTE,Hour,EU-FR,100.0,100.0,EUR,OP_Content Lab,Exact Rate Match,42.55,L,
Creative,Graphic Designer,FTE,Hour,EU-DE,95.0,95.0,EUR,OP_Content Lab,Exact Rate Match,40.43,L,
Creative,Graphic Designer,FTE,Hour,EU-IT,90.0,90.0,EUR,OP_Content Lab,Exact Rate Match,38.3,L,
Creative,Graphic Designer,FTE,Hour,LATAM-BR,375.0,375.0,BRL,OP_Content Lab,Exact Rate Match,159.57,O,
Creative,Graphic Designer,FTE,Hour,APAC-CN,510.0,510.0,CNY,OP_Content Lab,Exact Rate Match,217.02,O,
Creative,Graphic Designer,FTE,Hour,NA-CA,95.0,95.0,CAD,OP_Content Lab,Exact Rate Match,40.43,L,
Creative,Graphic Designer,FTE,Hour,EU-CH,95.0,95.0,CHF,OP_Content Lab,Exact Rate Match,40.43,L,
Creative,Graphic Designer,FTE,Hour,APAC-IN,30.0,30.0,USD,OP_Content Lab,Exact Rate Match,12.77,J,
Creative,Graphic Designer,FTE,Hour,APAC-CN-USD,42.0,42.0,USD,OP_Content Lab,Exact Rate Match,17.87,J,
Creative,Graphic Designer,FTE,Hour,LATAM-MX,45.0,45.0,USD,OP_Content Lab,Exact Rate Match,19.15,J,
Creative,Graphic Designer,FTE,Hour,EU-PL,47.5,47.5,USD,OP_Content Lab,Exact Rate Match,20.21,J,
Creative,Group Creative Director,FTE,Hour,UK-LON,200.0,200.0,GBP,OP_Content Lab,Exact Rate Match,85.11,N,
Creative,Group Creative Director,FTE,Hour,EU-ES,165.0,165.0,EUR,OP_Content Lab,Exact Rate Match,70.21,N,
Creative,Group Creative Director,FTE,Hour,EU-FR,220.0,220.0,EUR,OP_Content Lab,Exact Rate Match,93.62,O,
Creative,Group Creative Director,FTE,Hour,EU-DE,225.0,225.0,EUR,OP_Content Lab,Exact Rate Match,95.74,O,
Creative,Group Creative Director,FTE,Hour,EU-IT,175.0,175.0,EUR,OP_Content Lab,Exact Rate Match,74.47,N,
Creative,Group Creative Director,FTE,Hour,LATAM-BR,875.0,875.0,BRL,OP_Content Lab,Exact Rate Match,372.34,O,
Creative,Group Creative Director,FTE,Hour,APAC-CN,1325.0,1325.0,CNY,OP_Content Lab,Exact Rate Match,563.83,O,
Creative,Group Creative Director,FTE,Hour,NA-CA,195.0,195.0,CAD,OP_Content Lab,Exact Rate Match,82.98,N,
Creative,Group Creative Director,FTE,Hour,EU-CH,225.0,225.0,CHF,OP_Content Lab,Exact Rate Match,95.74,O,
Creative,Group Creative Director,FTE,Hour,APAC-IN,30.0,30.0,USD,OP_Content Lab,Exact Rate Match,12.77,J,
Creative,Group Creative Director,FTE,Hour,APAC-CN-USD,42.0,42.0,USD,OP_Content Lab,Exact Rate Match,17.87,J,
Creative,Group Creative Director,FTE,Hour,LATAM-MX,45.0,45.0,USD,OP_Content Lab,Exact Rate Match,19.15,J,
Creative,Group Creative Director,FTE,Hour,EU-PL,47.5,47.5,USD,OP_Content Lab,Exact Rate Match,20.21,J,
Creative,Illustrator,FTE,Hour,UK-LON,95.0,95.0,GBP,OP_Content Lab,Exact Rate Match,40.43,L,
Creative,Illustrator,FTE,Hour,EU-ES,100.0,100.0,EUR,OP_Content Lab,Exact Rate Match,42.55,L,
Creative,Illustrator,FTE,Hour,EU-FR,140.0,140.0,EUR,OP_Content Lab,Exact Rate Match,59.57,M,
Creative,Illustrator,FTE,Hour,EU-DE,140.0,140.0,EUR,OP_Content Lab,Exact Rate Match,59.57,M,
Creative,Illustrator,FTE,Hour,EU-IT,120.0,120.0,EUR,OP_Content Lab,Exact Rate Match,51.06,M,
Creative,Illustrator,FTE,Hour,LATAM-BR,580.0,580.0,BRL,OP_Content Lab,Exact Rate Match,246.81,O,
Creative,Illustrator,FTE,Hour,APAC-CN,775.0,775.0,CNY,OP_Content Lab,Exact Rate Match,329.79,O,
Creative,Illustrator,FTE,Hour,NA-CA,122.0,122.0,CAD,OP_Content Lab,Exact Rate Match,51.91,M,
Creative,Illustrator,FTE,Hour,EU-CH,140.0,140.0,CHF,OP_Content Lab,Exact Rate Match,59.57,M,
Creative,Illustrator,FTE,Hour,APAC-IN,30.0,30.0,USD,OP_Content Lab,Exact Rate Match,12.77,J,
Creative,Illustrator,FTE,Hour,APAC-CN-USD,42.0,42.0,USD,OP_Content Lab,Exact Rate Match,17.87,J,
Creative,Illustrator,FTE,Hour,LATAM-MX,45.0,45.0,USD,OP_Content Lab,Exact Rate Match,19.15,J,
Creative,Illustrator,FTE,Hour,EU-PL,47.5,47.5,USD,OP_Content Lab,Exact Rate Match,20.21,J,
Creative,Junior Art Director,FTE,Hour,UK-LON,80.0,80.0,GBP,OP_Content Lab,Exact Rate Match,34.04,K,
Creative,Junior Art Director,FTE,Hour,EU-ES,80.0,80.0,EUR,OP_Content Lab,Exact Rate Match,34.04,K,
Creative,Junior Art Director,FTE,Hour,EU-FR,115.0,115.0,EUR,OP_Content Lab,Exact Rate Match,48.94,M,
Creative,Junior Art Director,FTE,Hour,EU-DE,120.0,120.0,EUR,OP_Content Lab,Exact Rate Match,51.06,M,
Creative,Junior Art Director,FTE,Hour,EU-IT,100.0,100.0,EUR,OP_Content Lab,Exact Rate Match,42.55,L,
Creative,Junior Art Director,FTE,Hour,LATAM-BR,420.0,420.0,BRL,OP_Content Lab,Exact Rate Match,178.72,O,
Creative,Junior Art Director,FTE,Hour,APAC-CN,630.0,630.0,CNY,OP_Content Lab,Exact Rate Match,268.09,O,
Creative,Junior Art Director,FTE,Hour,NA-CA,118.0,118.0,CAD,OP_Content Lab,Exact Rate Match,50.21,M,
Creative,Junior Art Director,FTE,Hour,EU-CH,120.0,120.0,CHF,OP_Content Lab,Exact Rate Match,51.06,M,
Creative,Junior Art Director,FTE,Hour,APAC-IN,30.0,30.0,USD,OP_Content Lab,Exact Rate Match,12.77,J,
Creative,Junior Art Director,FTE,Hour,APAC-CN-USD,42.0,42.0,USD,OP_Content Lab,Exact Rate Match,17.87,J,
Creative,Junior Art Director,FTE,Hour,LATAM-MX,45.0,45.0,USD,OP_Content Lab,Exact Rate Match,19.15,J,
Creative,Junior Art Director,FTE,Hour,EU-PL,47.5,47.5,USD,OP_Content Lab,Exact Rate Match,20.21,J,
Creative,Junior Copywriter,FTE,Hour,UK-LON,80.0,80.0,GBP,OP_Content Lab,Exact Rate Match,34.04,K,
Creative,Junior Copywriter,FTE,Hour,EU-ES,80.0,80.0,EUR,OP_Content Lab,Exact Rate Match,34.04,K,
Creative,Junior Copywriter,FTE,Hour,EU-FR,115.0,115.0,EUR,OP_Content Lab,Exact Rate Match,48.94,M,
Creative,Junior Copywriter,FTE,Hour,EU-DE,120.0,120.0,EUR,OP_Content Lab,Exact Rate Match,51.06,M,
Creative,Junior Copywriter,FTE,Hour,EU-IT,100.0,100.0,EUR,OP_Content Lab,Exact Rate Match,42.55,L,
Creative,Junior Copywriter,FTE,Hour,LATAM-BR,420.0,420.0,BRL,OP_Content Lab,Exact Rate Match,178.72,O,
Creative,Junior Copywriter,FTE,Hour,APAC-CN,630.0,630.0,CNY,OP_Content Lab,Exact Rate Match,268.09,O,
Creative,Junior Copywriter,FTE,Hour,NA-CA,118.0,118.0,CAD,OP_Content Lab,Exact Rate Match,50.21,M,
Creative,Junior Copywriter,FTE,Hour,EU-CH,120.0,120.0,CHF,OP_Content Lab,Exact Rate Match,51.06,M,
Creative,Junior Copywriter,FTE,Hour,APAC-IN,30.0,30.0,USD,OP_Content Lab,Exact Rate Match,12.77,J,
Creative,Junior Copywriter,FTE,Hour,APAC-CN-USD,42.0,42.0,USD,OP_Content Lab,Exact Rate Match,17.87,J,
Creative,Junior Copywriter,FTE,Hour,LATAM-MX,45.0,45.0,USD,OP_Content Lab,Exact Rate Match,19.15,J,
Creative,Junior Copywriter,FTE,Hour,EU-PL,47.5,47.5,USD,OP_Content Lab,Exact Rate Match,20.21,J,
Creative,Junior Designer,FTE,Hour,UK-LON,75.0,75.0,GBP,OP_Content Lab,Exact Rate Match,31.91,K,
Creative,Junior Designer,FTE,Hour,EU-ES,75.0,75.0,EUR,OP_Content Lab,Exact Rate Match,31.91,K,
